,Longitude,Latitude,Has Table booking,Has Online delivery,Price range,Votes,Aggregate rating
5287,0.0,0.0,No,No,1,0,0.0
5288,0.0,0.0,No,No,1,2,0.0
5289,77.295699,28.6073217,No,No,2,1,0.0
5290,77.3086422,28.5899497,No,No,1,0,0.0
5291,77.2958351,28.6097862,No,No,1,0,0.0
5292,0.0,0.0,No,No,1,0,0.0
5293,77.29572514,28.6067005,No,No,1,0,0.0
5294,0.0,0.0,No,No,1,1,0.0
5295,0.0,0.0,No,No,1,0,0.0
5296,77.2956929,28.6073554,No,No,1,1,0.0
5297,77.3063531,28.589274,No,No,1,3,0.0
5298,77.30888665,28.60906117,No,No,2,2,0.0
5299,77.3091618,28.5903191,No,No,1,2,0.0
5300,0.0,0.0,No,No,2,0,0.0
5301,0.0,0.0,No,No,1,0,0.0
5302,0.0,0.0,No,No,1,0,0.0
5303,77.2905299,28.6068399,No,No,1,3,0.0
5304,77.296163,28.6051709,No,No,1,0,0.0
5305,0.0,0.0,No,No,1,0,0.0
5306,77.3093426,28.5905357,No,No,1,0,0.0
5307,0.0,0.0,No,No,1,0,0.0
5308,77.29558725,28.60682357,No,No,1,1,0.0
5309,77.294938,28.5980675,No,No,1,3,0.0
5310,77.2960093,28.6073214,No,No,1,0,0.0
5311,77.290606,28.6070669,No,No,1,49,2.4
5312,77.2928015,28.6082787,No,Yes,2,76,2.4
5313,77.2935856,28.6088911,No,Yes,1,36,2.4
5314,77.2971024,28.6185258,No,No,1,12,3.1
5315,77.3007976,28.6198235,No,No,1,14,2.8
5316,77.2960034,28.6170417,No,Yes,1,48,3.3
5317,77.30071865,28.6193114,No,No,1,12,3.2
5318,77.30117932,28.61981733,No,No,1,4,2.9
5319,77.30196454,28.61965104,No,No,1,7,3.0
5320,77.3010973,28.6196099,No,Yes,2,49,2.7
5321,77.29992136,28.61961396,No,No,1,5,3.0
5322,77.301318,28.6196741,No,Yes,2,25,2.5
5323,77.3050334,28.6189331,No,No,1,11,2.8
5324,77.3003716,28.619632,No,No,1,44,3.2
5325,77.3009259,28.6199149,No,No,1,8,2.8
5326,77.3013079,28.6198516,No,No,2,22,3.1
5327,77.2970156,28.6186666,No,No,1,23,3.3
5328,77.3008117,28.6196422,No,No,1,69,2.8
5329,77.3008167,28.6194659,Yes,Yes,3,94,2.6
5330,77.3003715,28.619648,No,Yes,1,81,3.1
5331,77.3002431,28.6199122,No,No,1,16,3.3
5332,77.3006489,28.6193502,No,No,1,32,3.6
5333,77.3014164,28.6195294,No,No,1,16,3.5
5334,77.30168425,28.61956952,No,Yes,1,79,3.7
5335,77.3020302,28.6194887,No,No,1,94,3.8
5336,77.3011218,28.6192793,No,Yes,2,254,3.9
5337,77.3012169,28.6196855,No,Yes,1,410,3.7
5338,77.3011572,28.6192865,No,Yes,1,100,3.6
5339,77.309698,28.623975,No,No,1,0,0.0
5340,77.2979348,28.6191348,No,No,1,3,0.0
5341,77.3094479,28.6232139,No,No,1,0,0.0
5342,77.3011572,28.6197374,No,Yes,2,119,2.2
5343,77.3296222,28.6038472,No,No,2,27,2.6
5344,77.33470056,28.6042683,No,No,1,5,3.1
5345,77.3328617,28.6071702,Yes,No,2,25,3.0
5346,77.3302432,28.6032214,No,No,1,4,2.8
5347,77.3363682,28.6128083,No,No,1,24,3.0
5348,77.3375211,28.6137147,No,No,1,30,3.0
5349,77.3369722,28.613483,No,No,1,19,2.8
5350,77.33534496,28.61123545,No,No,1,35,2.6
5351,77.3335984,28.6054308,No,No,1,28,3.3
5352,77.3360236,28.6117841,No,No,1,11,2.7
5353,77.3351273,28.6103555,No,Yes,2,29,2.7
5354,77.3292098,28.6014232,No,No,1,6,3.0
5355,77.3364154,28.6132677,No,No,1,6,3.0
5356,77.3365387,28.6101623,No,No,1,9,2.9
5357,77.3390604,28.6078313,No,No,1,5,2.9
5358,77.336318,28.6126674,No,No,1,10,2.8
5359,77.3391034,28.6077552,No,No,2,4,2.9
5360,77.3390881,28.6076461,Yes,No,2,26,3.3
5361,77.3292915,28.6029222,No,No,1,13,3.0
5362,77.3347657,28.6040454,No,Yes,2,90,3.5
5363,77.336751,28.6130176,No,No,1,3,0.0
5364,77.3369792,28.6134753,No,No,1,1,0.0
5365,77.33557563,28.61051668,No,No,1,2,0.0
5366,77.3340142,28.6082998,No,No,1,1,0.0
5367,77.3369754,28.6134959,No,No,1,2,0.0
5368,77.3363461,28.60584544,No,No,1,1,0.0
5369,77.33908128,28.60777224,No,No,2,3,0.0
5370,77.337972,28.6133824,No,No,1,1,0.0
5371,77.3371065,28.61364897,No,No,1,0,0.0
5372,77.3351677,28.61080481,No,No,2,1,0.0
5373,77.329599,28.6038407,No,No,1,2,0.0
5374,77.33913861,28.60797505,No,No,2,0,0.0
5375,77.1814052,28.5228127,No,No,1,7,3.0
5376,77.1814337,28.5228887,No,No,1,4,2.9
5377,77.1818906,28.5227376,No,No,1,9,2.9
5378,77.1938889,28.5237475,No,No,1,6,2.9
5379,77.1818649,28.5222051,No,No,2,0,0.0
5380,77.1912358,28.5244983,No,No,1,1,0.0
5381,77.1901673,28.5266192,No,No,2,0,0.0
5382,77.1818522,28.5222187,No,No,1,2,0.0
5383,77.1818486,28.5222296,No,No,1,0,0.0
5384,77.190347,28.5265467,No,No,1,0,0.0
5385,77.1919008,28.5279728,No,No,1,0,0.0
5386,77.1790259,28.515336,No,No,2,3,0.0
5387,77.1956559,28.5230624,No,No,1,1,0.0
5388,77.1873875,28.5266257,No,No,1,3,0.0
5389,77.192373,28.5278328,No,No,1,0,0.0
5390,77.1937384,28.527825,No,No,1,0,0.0
5391,77.1799022,28.5213242,No,No,1,0,0.0
5392,77.192244,28.525991,No,No,1,1,0.0
5393,77.1937245,28.5278198,No,No,2,1,0.0
5394,77.1898485,28.5239134,No,No,1,0,0.0
5395,77.1135938,28.7240647,No,No,2,91,3.4
5396,77.1136837,28.7240733,Yes,Yes,3,151,3.2
5397,77.1136837,28.7241629,No,No,3,83,2.8
5398,77.1444781,28.494557,No,No,2,4,2.9
5399,77.1280511,28.4785954,No,No,2,4,3.0
5400,77.1482134,28.4932341,No,No,1,0,0.0
5401,77.1459577,28.493198,No,No,1,0,0.0
5402,77.1663774,28.5009424,No,No,1,1,0.0
5403,77.1651082,28.4940407,No,No,1,0,0.0
5404,77.1257624,28.4798478,No,No,1,0,0.0
5405,77.1449374,28.4941305,No,No,1,0,0.0
5406,77.1501341,28.4945103,No,Yes,2,0,0.0
5407,77.1451213,28.4940831,No,No,1,0,0.0
5408,77.1462741,28.4930732,No,No,1,2,0.0
5409,77.164633,28.4932439,No,No,1,0,0.0
5410,77.1208414,28.4786827,No,No,1,3,0.0
5411,77.124642,28.4801014,No,No,1,0,0.0
5412,77.14572687,28.49366438,No,No,1,1,0.0
5413,77.1603368,28.4975958,No,No,2,2,0.0
5414,77.1618543,28.4997301,No,No,1,0,0.0
5415,77.1465358,28.4925721,No,No,1,0,0.0
5416,77.1444856,28.4945886,No,No,1,0,0.0
5417,77.1604883,28.4968258,Yes,No,3,0,0.0
5418,77.14563056,28.49609444,No,No,1,1,0.0
5419,77.1442598,28.4996281,No,No,3,1,0.0
5420,77.1663257,28.500868,No,No,1,2,0.0
5421,77.1682117,28.5020291,No,No,1,0,0.0
5422,77.1443624,28.4945867,No,Yes,1,2,0.0
5423,77.126809,28.5456553,No,No,1,0,0.0
5424,77.1457322,28.494763,No,No,1,1,0.0
5425,77.1443655,28.4945672,No,No,1,1,0.0
5426,77.145774,28.494662,No,No,1,2,0.0
5427,77.162106,28.4960891,No,No,2,0,0.0
5428,77.1603672,28.4975835,No,No,1,0,0.0
5429,77.1606287,28.4949478,No,No,1,0,0.0
5430,77.1457079,28.4946506,No,No,1,0,0.0
5431,77.1457358,28.4936685,No,No,1,0,0.0
5432,77.22022153,28.52954866,No,Yes,4,220,3.4
5433,77.21950337,28.53013602,Yes,No,4,570,3.4
5434,77.2200822,28.5293802,No,Yes,3,565,3.8
5435,77.22012531,28.52937369,Yes,Yes,4,498,3.5
5436,77.21996941,28.52987562,No,No,2,92,4.1
5437,77.242985,28.6465486,Yes,No,3,20,3.2
5438,77.2431646,28.6463865,Yes,No,4,2,0.0
5439,77.2430748,28.6464675,Yes,No,3,0,0.0
5440,77.2430748,28.6464675,Yes,No,4,0,0.0
5441,77.2431197,28.6463374,Yes,No,4,1,0.0
5442,77.2431646,28.6463865,No,No,3,0,0.0
5443,77.1957717,28.7053075,No,Yes,1,727,3.8
5444,77.1901231,28.7046135,No,No,1,62,3.2
5445,77.1906165,28.7060386,No,Yes,1,52,2.6
5446,77.1907064,28.7059577,No,No,1,16,3.2
5447,77.1899876,28.7058889,No,No,2,94,2.8
5448,77.1905267,28.7057614,No,Yes,1,39,2.9
5449,77.1900774,28.7051811,No,Yes,2,255,3.3
5450,77.1914251,28.7084444,No,No,3,47,2.7
5451,77.1916048,28.7082825,No,Yes,1,25,3.1
5452,77.190546,28.7065192,No,No,2,16,3.1
5453,77.1907078,28.7068586,No,No,2,105,3.1
5454,77.1914273,28.7086256,No,No,2,12,3.0
5455,77.190347,28.7060128,No,No,1,17,3.1
5456,77.1904379,28.7058031,No,No,1,32,3.3
5457,77.1898978,28.7064175,Yes,Yes,2,101,3.4
5458,77.1905958,28.7066366,No,No,1,8,3.2
5459,77.190347,28.7061024,No,Yes,2,68,3.4
5460,77.19147,28.7074189,No,No,1,20,2.7
5461,77.1902762,28.7059747,No,No,1,78,3.7
5462,77.1899876,28.7050829,No,No,1,62,3.5
5463,77.1908861,28.7057958,No,No,1,142,3.7
5464,77.1908861,28.7057958,No,No,1,41,3.5
5465,77.1901224,28.7059465,No,Yes,2,122,3.6
5466,77.1908398,28.7072177,No,No,1,20,3.5
5467,77.1906614,28.7059982,No,No,1,128,3.7
5468,77.1900774,28.705002,Yes,Yes,3,155,4.1
5469,77.1843721,28.7070075,No,Yes,2,28,3.3
5470,77.1854054,28.7094795,No,No,1,15,3.2
5471,77.1847764,28.7084342,No,No,1,21,3.2
5472,77.1853155,28.7092918,No,No,1,9,2.7
5473,77.1845518,28.7077411,No,No,1,13,2.8
5474,77.1853155,28.7092918,Yes,No,2,97,3.3
5475,77.1843721,28.7070075,No,No,1,38,3.5
5476,77.1849561,28.7084514,No,No,1,234,3.8
5477,77.1853604,28.7093409,No,No,1,3,0.0
5478,77.18417834,28.70696168,Yes,No,3,113,4.3
5479,77.1467199,28.656862,No,No,1,33,3.4
5480,77.1467244,28.657132,No,No,2,18,3.1
5481,77.1466016,28.6569524,No,No,1,6,3.1
5482,77.1467395,28.6568605,No,No,2,31,2.7
5483,77.1471307,28.6571714,No,Yes,2,19,3.3
5484,77.1466243,28.6567691,No,No,1,13,3.2
5485,77.1467447,28.6568454,No,No,2,48,2.9
5486,77.146731,28.656802,No,No,1,25,3.1
5487,77.1467418,28.6568816,No,No,1,13,3.2
5488,77.1468835,28.6567624,No,No,2,79,3.3
5489,77.1467374,28.6568545,No,No,2,32,3.2
5490,77.1467208,28.6568576,No,No,1,11,3.3
5491,77.1467938,28.6571438,No,Yes,2,87,2.6
5492,77.1468714,28.6568519,No,No,1,28,3.3
5493,77.146751,28.6570013,No,Yes,2,69,2.6
5494,77.1469278,28.6571824,No,No,1,41,3.2
5495,77.1467263,28.6568579,No,Yes,3,120,3.5
5496,77.146741,28.6568576,No,No,2,107,3.5
5497,77.146642,28.6568212,No,No,1,33,3.5
5498,77.1466576,28.6570681,Yes,No,3,371,3.8
5499,77.1469965,28.656931,Yes,Yes,3,96,2.4
5500,77.146758,28.6569808,No,No,1,60,4.1
5501,77.1468497,28.6571509,No,Yes,2,137,4.1
5502,77.1701749,28.5796973,No,Yes,2,34,2.6
5503,77.1706691,28.5799686,No,No,1,22,2.9
5504,77.18306556,28.57900639,Yes,Yes,2,27,3.3
5505,77.1702647,28.5799748,No,No,2,62,3.6
5506,77.1701299,28.5795586,No,Yes,1,57,3.5
5507,77.1420513,28.6575224,No,No,1,15,3.1
5508,77.1408316,28.6595295,No,No,2,17,3.1
5509,0.0,0.0,No,No,1,10,3.2
5510,77.142103,28.6581968,No,No,1,21,3.1
5511,77.1397456,28.6590321,No,No,2,20,2.5
5512,77.1399797,28.6567779,No,No,1,7,3.1
5513,77.1401443,28.6578471,No,No,2,5,3.0
5514,77.14251,28.6576259,No,No,1,7,3.2
5515,77.1395053,28.6567194,No,No,2,57,3.4
5516,77.1414135,28.658983,No,No,1,31,3.2
5517,77.139708,28.6594663,No,No,2,6,3.0
5518,77.1414048,28.6617937,No,No,2,8,2.9
5519,0.0,0.0,No,No,2,4,3.0
5520,77.1433724,28.6588206,Yes,No,2,8,3.0
5521,0.0,0.0,No,No,2,9,3.1
5522,77.1399344,28.6577012,No,No,1,5,2.9
5523,77.1398511,28.6590028,No,Yes,1,25,3.4
5524,77.1399823,28.6566565,No,Yes,1,85,3.8
5525,77.1411461,28.6570966,No,No,2,53,3.5
5526,77.1409215,28.6594485,No,Yes,1,39,3.7
5527,77.1424685,28.6576448,No,No,1,39,3.7
5528,77.1396116,28.6562368,No,No,2,99,3.6
5529,77.1414608,28.6587838,No,No,1,20,3.6
5530,77.1389292,28.6576159,No,No,1,0,0.0
5531,77.1421854,28.6575323,No,No,2,0,0.0
5532,0.0,0.0,No,No,1,0,0.0
5533,77.1428234,28.6588187,No,No,1,0,0.0
5534,77.1392457,28.6574122,No,No,1,2,0.0
5535,77.1422037,28.6576022,No,No,1,0,0.0
5536,77.1411461,28.6581714,No,No,1,0,0.0
5537,77.1389966,28.6594736,No,No,1,0,0.0
5538,77.1419683,28.6582366,No,No,1,0,0.0
5539,77.1391896,28.6574573,No,No,2,1,0.0
5540,77.1461711,28.6621083,No,No,1,0,0.0
5541,77.1414553,28.6570186,No,No,2,3,0.0
5542,0.0,0.0,No,No,1,0,0.0
5543,0.0,0.0,No,No,2,0,0.0
5544,0.0,0.0,Yes,No,2,1,0.0
5545,77.1400711,28.6570788,No,No,1,0,0.0
5546,77.1424589,28.6585987,No,No,1,0,0.0
5547,77.2152884,28.7112918,No,No,1,4,2.9
5548,77.2086741,28.7006026,No,No,1,5,3.0
5549,77.2190493,28.7094307,No,No,1,5,2.9
5550,77.2121775,28.7064006,No,No,1,4,3.0
5551,77.2137611,28.70477557,No,No,1,8,3.1
5552,77.2081351,28.699566,No,No,1,9,3.1
5553,77.2160401,28.7117849,No,No,1,14,3.1
5554,0.0,0.0,No,No,1,6,3.0
5555,77.2151578,28.7105973,No,No,1,4,3.0
5556,77.2118241,28.7102543,No,No,1,4,3.0
5557,77.2083401,28.6995605,No,No,1,11,2.7
5558,77.215591,28.7129957,No,No,1,12,3.1
5559,77.2146979,28.7110956,No,No,1,11,2.8
5560,77.2156863,28.7123548,No,No,1,7,3.1
5561,77.2151419,28.7111617,No,No,1,10,3.1
5562,77.2123452,28.7064044,No,No,1,6,3.1
5563,77.2163058,28.7115878,No,No,1,4,3.0
5564,77.2077758,28.7103677,No,No,2,8,3.1
5565,77.2144524,28.7108844,No,No,1,14,3.0
5566,77.2155461,28.7125884,No,No,1,11,3.0
5567,77.2162337,28.7135608,No,Yes,2,5,3.1
5568,77.2137944,28.7091523,No,Yes,1,6,2.6
5569,77.2120877,28.7054069,No,No,1,11,2.9
5570,77.21613,28.7120622,No,No,1,14,3.5
5571,77.21114504,28.70302109,No,No,1,0,0.0
5572,77.2081351,28.699566,No,No,1,0,0.0
5573,77.2184653,28.7092739,No,No,1,0,0.0
5574,77.215591,28.7122793,No,No,1,0,0.0
5575,77.2090651,28.7103505,No,No,1,1,0.0
5576,77.2054728,28.7102021,No,No,1,3,0.0
5577,77.2087734,28.7130677,No,No,1,0,0.0
5578,77.2150185,28.7102675,No,No,1,1,0.0
5579,77.2090968,28.7142165,No,No,1,0,0.0
5580,77.2091154,28.7146792,No,No,1,0,0.0
5581,77.2214682,28.7115817,No,No,1,0,0.0
5582,77.2159952,28.7118254,No,No,2,1,0.0
5583,77.2163995,28.7140298,No,No,1,0,0.0
5584,77.2187711,28.7091683,No,No,1,0,0.0
5585,0.0,0.0,No,No,1,0,0.0
5586,77.2148134,28.7119855,No,No,1,0,0.0
5587,77.2187133,28.7092358,No,No,1,0,0.0
5588,77.2146029,28.7110206,No,No,1,1,0.0
5589,77.2187785,28.7089822,No,No,1,1,0.0
5590,77.2190942,28.7094798,No,No,1,0,0.0
5591,77.2187376,28.7099879,No,No,1,0,0.0
5592,77.2122224,28.7066288,No,No,1,1,0.0
5593,77.2211601,28.7111101,No,No,1,2,0.0
5594,77.2122334,28.7062833,No,No,1,1,0.0
5595,77.2156892,28.7106791,No,No,1,1,0.0
5596,77.2157015,28.7105709,No,No,1,0,0.0
5597,77.2188042,28.7089927,No,No,1,0,0.0
5598,77.2185861,28.7094348,No,No,1,0,0.0
5599,77.2160901,28.7117332,No,No,2,0,0.0
5600,77.2090421,28.7140827,No,No,1,0,0.0
5601,77.2156916,28.7103288,No,No,1,0,0.0
5602,77.215591,28.7126375,No,No,1,0,0.0
5603,77.215591,28.7122793,No,No,1,2,0.0
5604,77.215591,28.7122793,No,No,1,1,0.0
5605,77.2187996,28.7093643,No,No,1,0,0.0
5606,0.0,0.0,No,No,1,3,0.0
5607,77.2155653,28.7104357,No,No,2,3,0.0
5608,77.2188247,28.709454,No,No,1,0,0.0
5609,77.208094,28.7102514,No,No,1,0,0.0
5610,77.2188247,28.7091854,No,No,1,0,0.0
5611,77.2188953,28.7093068,No,No,1,0,0.0
5612,77.2192812,28.7095569,No,No,1,0,0.0
5613,77.2146844,28.7120416,No,No,1,0,0.0
5614,77.2155461,28.7111556,No,No,1,1,0.0
5615,77.1715403,28.5581521,No,No,1,22,2.8
5616,77.1713073,28.5589002,No,No,1,11,3.2
5617,77.1742101,28.5568282,No,No,1,8,2.9
5618,77.1750799,28.5554352,No,No,1,10,2.9
5619,77.1759375,28.5550108,No,No,1,86,3.3
5620,77.171471,28.5581944,Yes,No,3,6,3.0
5621,77.1710298,28.5569323,No,No,2,12,3.2
5622,77.1744294,28.5557779,No,Yes,2,135,3.4
5623,77.173877,28.551484,No,No,1,16,3.3
5624,77.1759362,28.5550022,No,No,2,4,2.9
5625,77.1720143,28.556519,No,No,1,10,2.9
5626,77.1716444,28.5568582,No,No,1,7,2.8
5627,77.1760003,28.554897,No,No,2,17,2.8
5628,77.1719392,28.5563417,No,No,1,16,2.7
5629,77.1741505,28.5568492,No,No,1,12,2.8
5630,77.1707693,28.5586338,No,Yes,2,78,3.4
5631,77.1717215,28.556875,No,No,1,20,2.9
5632,77.1718939,28.5563192,No,No,2,66,2.7
5633,77.1686131,28.553128,No,No,1,27,3.5
5634,77.175016,28.5556707,No,Yes,1,21,3.5
5635,77.1682791,28.5532273,No,Yes,2,21,3.7
5636,77.1751965,28.5555979,No,No,1,1,0.0
5637,77.1708462,28.5588962,No,No,1,2,0.0
5638,77.1707986,28.5587394,No,No,1,0,0.0
5639,77.1729675,28.5568298,No,No,1,0,0.0
5640,77.1714827,28.5582757,No,No,1,3,0.0
5641,77.1709048,28.5569236,No,No,1,0,0.0
5642,77.1745474,28.5551434,No,No,1,3,0.0
5643,77.1721867,28.5563007,No,No,1,0,0.0
5644,77.1719215,28.5564964,No,No,1,0,0.0
5645,77.1706433,28.5580838,No,No,1,0,0.0
5646,77.1730086,28.5567681,No,No,1,1,0.0
5647,77.1708774,28.5586286,No,No,1,1,0.0
5648,77.1716186,28.5566765,No,No,1,0,0.0
5649,77.1727207,28.5577256,No,No,1,2,0.0
5650,77.1718111,28.5568164,No,No,1,0,0.0
5651,0.0,0.0,No,No,1,0,0.0
5652,77.1742272,28.5560668,No,No,1,0,0.0
5653,77.1713649,28.5589502,No,No,1,1,0.0
5654,77.1901673,28.5266192,No,No,1,0,0.0
5655,77.170693,28.5588623,No,No,2,0,0.0
5656,77.1718481,28.5566063,No,No,1,2,0.0
5657,77.1732311,28.5581547,No,Yes,2,32,2.3
5658,76.9857462,28.6134511,No,No,1,4,2.9
5659,77.012198,28.6180639,No,No,1,0,0.0
5660,77.0036364,28.5589382,No,No,1,1,0.0
5661,76.9854417,28.6096384,No,No,1,1,0.0
5662,77.0024495,28.5607897,No,No,1,0,0.0
5663,76.9967933,28.6283564,No,No,1,0,0.0
5664,76.9969561,28.5910043,No,No,1,0,0.0
5665,76.9869396,28.6053412,No,No,1,0,0.0
5666,76.9906888,28.6125711,No,No,1,0,0.0
5667,76.9759687,28.6157878,No,No,1,0,0.0
5668,76.9847266,28.6076142,No,No,1,1,0.0
5669,76.9817555,28.610581,No,No,2,1,0.0
5670,76.9718366,28.6103695,No,No,1,2,0.0
5671,76.9622705,28.6361375,No,No,1,0,0.0
5672,76.9807734,28.6107987,No,No,1,3,0.0
5673,77.0003579,28.6315566,No,No,1,0,0.0
5674,76.9886171,28.601061,No,No,1,0,0.0
5675,76.9856908,28.6130492,No,No,1,2,0.0
5676,77.0094083,28.6170305,No,No,1,0,0.0
5677,77.0028244,28.590591,No,No,1,1,0.0
5678,76.9935221,28.5906017,No,No,1,0,0.0
5679,76.9911162,28.6119984,No,No,1,2,0.0
5680,76.9858424,28.6072328,No,No,1,0,0.0
5681,76.9853771,28.6095844,No,No,1,0,0.0
5682,77.0025685,28.5605204,No,No,1,0,0.0
5683,76.9872421,28.6210795,Yes,No,2,0,0.0
5684,76.9858415,28.6135195,No,No,1,0,0.0
5685,76.9890278,28.5996154,No,No,1,0,0.0
5686,76.9736469,28.6159872,No,No,1,0,0.0
5687,76.9752946,28.6110748,No,No,1,2,0.0
5688,76.9856999,28.6130409,No,No,1,0,0.0
5689,77.0006609,28.5910291,No,No,1,0,0.0
5690,76.9621244,28.6360808,No,No,1,0,0.0
5691,77.0005841,28.5653143,No,No,1,0,0.0
5692,76.9910272,28.6121768,No,No,1,1,0.0
5693,76.9852777,28.6091697,No,No,1,2,0.0
5694,76.9852777,28.6091697,No,No,1,0,0.0
5695,76.9753189,28.6112347,No,No,1,1,0.0
5696,77.0117519,28.6179639,Yes,No,2,0,0.0
5697,76.9654941,28.6090439,No,No,1,0,0.0
5698,76.9622191,28.6359913,No,No,1,0,0.0
5699,76.9923844,28.6098677,No,No,1,2,0.0
5700,76.9638597,28.609072,No,No,1,0,0.0
5701,76.9910765,28.6127374,No,No,1,2,0.0
5702,76.9856215,28.6100946,No,No,1,0,0.0
5703,77.0076551,28.6164413,No,No,1,0,0.0
5704,76.9753796,28.6112432,No,No,1,1,0.0
5705,76.993457,28.5905484,No,No,1,0,0.0
5706,76.9838181,28.6169779,No,No,1,0,0.0
5707,76.9856129,28.6088552,No,No,1,0,0.0
5708,76.9909045,28.6123474,No,No,1,0,0.0
5709,76.9879296,28.6024678,No,No,1,0,0.0
5710,76.9748922,28.6112536,No,No,1,0,0.0
5711,76.9877493,28.6032958,No,No,2,1,0.0
5712,76.9711827,28.6101996,No,No,1,0,0.0
5713,76.9840836,28.6150289,No,No,1,1,0.0
5714,76.9909279,28.6124522,No,No,1,1,0.0
5715,76.9932051,28.5906226,No,No,1,2,0.0
5716,76.9797118,28.613206,No,No,1,1,0.0
5717,77.0007571,28.5914718,No,No,1,1,0.0
5718,77.08195768,28.69273348,No,No,1,0,0.0
5719,77.0690735,28.6827398,No,No,1,1,0.0
5720,77.0820784,28.6934044,No,No,1,1,0.0
5721,77.0700586,28.6521647,No,No,1,0,0.0
5722,77.06540443,28.67897397,No,No,1,0,0.0
5723,77.0681466,28.6818432,No,No,1,0,0.0
5724,77.05472823,28.68232512,No,No,1,0,0.0
5725,77.06247076,28.67583363,No,No,1,0,0.0
5726,77.02933475,28.68263808,No,No,1,0,0.0
5727,77.0688571,28.6823752,No,No,2,0,0.0
5728,77.06424572,28.67784092,No,No,1,0,0.0
5729,77.0820767,28.6927975,No,No,1,0,0.0
5730,77.03108288,28.68202569,No,No,1,0,0.0
5731,77.0287839,28.68247071,No,No,1,0,0.0
5732,77.0408396,28.6821182,No,No,1,0,0.0
5733,77.066475,28.6803916,No,No,1,0,0.0
5734,0.0,0.0,No,No,1,0,0.0
5735,77.0695034,28.6819199,No,No,1,0,0.0
5736,77.0662951,28.6801056,No,No,1,0,0.0
5737,77.0690832,28.6833297,No,No,1,0,0.0
5738,77.0719688,28.69123205,No,No,1,0,0.0
5739,77.0228319,28.6467438,No,No,1,0,0.0
5740,77.0625067,28.6761455,No,No,1,0,0.0
5741,77.07009997,28.68654323,No,No,1,0,0.0
5742,77.06082389,28.6743958,No,No,1,1,0.0
5743,77.0528602,28.6646411,No,No,1,1,0.0
5744,77.02514146,28.64669598,No,No,1,0,0.0
5745,77.04071805,28.68209451,No,No,1,0,0.0
5746,77.06034612,28.66742137,No,No,1,0,0.0
5747,77.0721833,28.6536022,No,No,1,0,0.0
5748,77.0713543,28.6529874,No,No,1,0,0.0
5749,77.08171561,28.69252378,No,No,1,0,0.0
5750,77.0672844,28.6812756,No,No,1,0,0.0
5751,77.053748,28.66539,No,No,1,1,0.0
5752,77.06931744,28.68172684,No,No,1,0,0.0
5753,77.02335276,28.64712056,No,No,1,0,0.0
5754,77.0642756,28.6779685,No,No,1,0,0.0
5755,77.064828,28.678402,No,No,1,1,0.0
5756,77.06413608,28.67799829,No,No,1,0,0.0
5757,77.0626796,28.6763063,No,No,1,0,0.0
5758,77.0654346,28.67898074,No,No,1,0,0.0
5759,77.1384794,28.6321812,No,No,1,8,3.0
5760,77.136724,28.6282528,No,Yes,2,23,3.4
5761,77.1384323,28.6324507,No,No,1,7,3.0
5762,77.1367966,28.6287097,No,No,1,23,2.6
5763,77.1462701,28.6276292,No,No,1,4,2.9
5764,77.137174,28.628999,No,No,1,15,3.2
5765,77.1341651,28.6256939,No,No,2,4,3.0
5766,77.1354441,28.6233571,No,No,1,13,3.1
5767,77.1384175,28.6309493,No,No,2,8,2.8
5768,77.1380897,28.6199849,No,No,1,7,3.0
5769,77.137511,28.6298959,No,No,1,4,3.0
5770,77.1385567,28.631853,No,No,1,16,3.2
5771,77.1556191,28.6238474,No,Yes,1,10,3.2
5772,77.1559168,28.6242844,No,No,1,13,3.4
5773,77.1381832,28.6327034,No,No,2,12,2.8
5774,77.1468968,28.6314816,No,No,1,12,2.8
5775,77.148368,28.6323154,No,No,1,30,3.3
5776,77.1365287,28.6203669,No,No,1,10,3.1
5777,77.1354417,28.6268623,Yes,No,3,15,3.1
5778,77.1451395,28.6285958,No,No,1,12,2.8
5779,77.1371626,28.6291147,No,Yes,2,32,2.6
5780,0.0,0.0,No,No,1,7,3.0
5781,77.1462754,28.6276237,No,No,1,20,2.8
5782,0.0,0.0,No,No,1,21,3.1
5783,77.1556452,28.6238747,No,No,1,14,3.2
5784,77.1375944,28.6299888,No,No,1,14,2.8
5785,77.14178972,28.6286201,No,No,1,0,0.0
5786,77.14808,28.6322418,No,No,1,0,0.0
5787,77.1357642,28.6223499,No,No,1,1,0.0
5788,77.1364744,28.6205175,No,No,1,0,0.0
5789,77.1358184,28.6223489,No,No,1,0,0.0
5790,77.136788,28.6286826,No,No,1,0,0.0
5791,77.137828,28.6319525,No,No,1,0,0.0
5792,77.1558888,28.6244092,No,No,1,1,0.0
5793,0.0,0.0,No,No,1,0,0.0
5794,77.146829,28.6312058,No,No,1,0,0.0
5795,77.1362918,28.6220182,No,No,1,0,0.0
5796,77.1368633,28.6281257,No,No,1,0,0.0
5797,77.1383317,28.6317769,No,No,1,2,0.0
5798,77.1357857,28.6223096,No,No,1,0,0.0
5799,77.1470434,28.6271441,No,No,1,0,0.0
5800,77.1469131,28.6311566,No,No,1,1,0.0
5801,77.136184,28.6204842,No,No,1,1,0.0
5802,77.134618,28.6253211,No,No,1,3,0.0
5803,77.1356151,28.622227,No,No,1,2,0.0
5804,77.1465469,28.6308841,No,No,1,0,0.0
